code,boormeester,datum,hoogtemaaiveld,xcoord,ycoord,onderzoek,type,situ,id,created,modified,geoLatitude,geoLongitude,grondwaterstand,einddiepte
"Molshoop 29","T. Ottema","2024-10-15T22:00:00.000Z","","123407.53358484083","464070.1987774586","815208177","2392","2592","818030116","2024-10-16T11:31:39.000Z","","52.163888994635286","4.925463590970712","",""
"Molshoop 28","T. Ottema","2024-10-15T22:00:00.000Z","","123505.73685350733","464113.0395816629","815208177","2392","2592","818030113","2024-10-16T11:31:39.000Z","","52.16427964172417","4.926894865591821","",""
"Demping 20","T. Ottema","2024-10-15T22:00:00.000Z","","123559.11626907284","464113.3304351998","815208177","2377","2592","818030110","2024-10-16T11:31:39.000Z","","52.16428529665211","4.9276749888518285","0.5",""
"Demping 19","T. Ottema","2024-10-15T22:00:00.000Z","","123603.89742971984","464186.14176646876","815208177","2377","2592","818030107","2024-10-16T11:31:39.000Z","","52.1649422486069","4.928322744393746","0.5",""
"Molshoop 27","T. Ottema","2024-10-15T22:00:00.000Z","","123721.57601885106","464193.1421496597","815208177","2392","2592","818030104","2024-10-16T11:31:39.000Z","","52.16501184189354","4.930042020451767","",""
"Demping 18","T. Ottema","2024-10-15T22:00:00.000Z","","123703.54754078515","464171.7196953912","815208177","2377","2592","818030101","2024-10-16T11:31:39.000Z","","52.16481828255972","4.929780500204904","0.5",""
"D004","T. Ottema","2024-10-15T22:00:00.000Z","","123655.80321940154","464142.5203967192","815208177","2392","2592","818030100","2024-10-16T11:31:39.000Z","","52.16455314146954","4.929085393754522","",""
"D004-1","T. Ottema","2024-10-15T22:00:00.000Z","","123654.637568402","464143.65761066996","815208177","2377","2592","818030090","2024-10-16T11:31:39.000Z","","52.16456329624093","4.9290682525010645","0.6",""
"Molshoop 26","T. Ottema","2024-10-15T22:00:00.000Z","","123599.28639068961","464127.4135577386","815208177","2392","2592","818030087","2024-10-16T11:31:39.000Z","","52.164414156192265","4.928260781015825","",""
"Demping 17","T. Ottema","2024-10-14T22:00:00.000Z","","122693.98110851477","463323.7349935177","815208177","2377","2592","817077180","2024-10-15T12:39:26.000Z","","52.157138752464355","4.9151059701802335","0.4",""
"Demping 16","T. Ottema","2024-10-14T22:00:00.000Z","","122820.38128618411","463403.7164715169","815208177","2377","2592","817077177","2024-10-15T12:39:26.000Z","","52.15786497677167","4.916945460412109","0.6",""
"Demping 15","T. Ottema","2024-10-14T22:00:00.000Z","","122974.90863991504","463450.9421487453","815208177","2377","2592","817077174","2024-10-15T12:39:26.000Z","","52.15829840487348","4.919199128903344","0.5",""
"Bg2","T. Ottema","2024-10-14T22:00:00.000Z","","122821.15862443345","463875.17268004734","815208177","2377","2592","817077170","2024-10-15T12:39:26.000Z","","52.16210231720089","4.916912168872652","",""
"Molshoop 25","T. Ottema","2024-10-14T22:00:00.000Z","","122835.54363295526","463887.6676619277","815208177","2392","2592","817077167","2024-10-15T12:39:26.000Z","","52.16221545574617","4.917121214975628","",""
"Molshoop 24","T. Ottema","2024-10-14T22:00:00.000Z","","122936.26146549446","463926.3933865772","815208177","2392","2592","817077164","2024-10-15T12:39:26.000Z","","52.162569364987775","4.918589500367062","",""
"D010","T. Ottema","2024-10-14T22:00:00.000Z","","122986.38681498566","463934.56368529494","815208177","2392","2552","817077163","2024-10-15T12:39:26.000Z","","52.16264570411671","4.91932129304784","",""
"D010-1","T. Ottema","2024-10-14T22:00:00.000Z","","122984.14512200735","463934.39092887944","815208177","2377","2592","817077153","2024-10-15T12:39:26.000Z","","52.16264402152247","4.919288547796062","0.5",""
"Molshoop 23","T. Ottema","2024-10-14T22:00:00.000Z","","123066.26860843223","463982.8107326643","815208177","2392","2592","817077150","2024-10-15T12:39:26.000Z","","52.16308395642421","4.920484201471086","",""
"Demping 14","T. Ottema","2024-10-14T22:00:00.000Z","","123115.35472445367","464010.9826725096","815208177","2377","2592","817077147","2024-10-15T12:39:26.000Z","","52.16333999205964","4.9211989403547625","0.5",""
"Molshoop 21","T. Ottema","2024-10-14T22:00:00.000Z","","123232.6456243857","464054.4632601638","815208177","2392","2592","817077139","2024-10-15T12:39:26.000Z","","52.16373753905814","4.922909065768818","",""
"Molshoop 20","T. Ottema","2024-10-14T22:00:00.000Z","","123309.39435489419","464095.64371910115","815208177","2392","2592","817077136","2024-10-15T12:39:26.000Z","","52.16411206404608","4.924026907049073","",""
"Demping 13","T. Ottema","2024-10-14T22:00:00.000Z","","123405.19923493265","464115.69658920576","815208177","2377","2592","817077133","2024-10-15T12:39:26.000Z","","52.164297780780146","4.925425242626603","0.4",""
"Demping 12","T. Ottema","2024-10-14T22:00:00.000Z","","123428.55191376629","464143.8743195851","815208177","2377","2592","817077130","2024-10-15T12:39:26.000Z","","52.16455236833041","4.92576392759934","0.5",""
"Demping 11","T. Ottema","2024-10-14T22:00:00.000Z","","123685.96924796134","464234.6612509781","815208177","2377","2592","817077120","2024-10-15T12:39:26.000Z","","52.1653829849047","4.929517784624765","0.5",""
"D005","T. Ottema","2024-10-14T22:00:00.000Z","","123658.75337323474","464213.1294591773","815208177","2392","2592","817077119","2024-10-15T12:39:26.000Z","","52.1651879205225","4.9291219962843185","",""
"D005-1","T. Ottema","2024-10-14T22:00:00.000Z","","123658.8260937867","464214.12762872246","815208177","2377","2592","817077114","2024-10-15T12:39:26.000Z","","52.16519689587656","4.929122967032542","0.4",""
"Molshoop 17","T. Ottema","2024-10-14T22:00:00.000Z","","123564.74675191572","464191.29639610805","815208177","2392","2592","817077107","2024-10-15T12:39:26.000Z","","52.16498635012671","4.927750064348095","",""
"Molshoop 16","T. Ottema","2024-10-14T22:00:00.000Z","","123385.77130578586","464107.9744519363","815208177","2392","2592","817077104","2024-10-15T12:39:26.000Z","","52.164227265149385","4.9251420184306145","",""
"Pad 7","T. Ottema","2024-10-14T22:00:00.000Z","","123366.71376901254","464069.3869773341","815208177","2377","2552","817077101","2024-10-15T12:39:26.000Z","","52.163879362368526","4.924867082698716","0.5",""
"Pad 6","T. Ottema","2024-10-14T22:00:00.000Z","","123332.39180678621","464133.5099581521","815208177","2377","2552","817077097","2024-10-15T12:39:26.000Z","","52.16445371241889","4.924359487698513","0.4",""
"Pad 5","T. Ottema","2024-10-14T22:00:00.000Z","","123311.18661158034","464171.6833697909","815208177","2377","2552","817077092","2024-10-15T12:39:26.000Z","","52.16479558656679","4.9240460075818255","0.5",""
"Pad 4","T. Ottema","2024-10-14T22:00:00.000Z","","123228.86671233813","464125.21411322436","815208177","2377","2552","817077087","2024-10-15T12:39:26.000Z","","52.164373207387754","4.922847219797106","0.4",""
"Pad 3","T. Ottema","2024-10-14T22:00:00.000Z","","123121.55149651329","464079.8635747206","815208177","2377","2552","817077082","2024-10-15T12:39:26.000Z","","52.1639594287854","4.921283041465675","0.4",""
"Pad 2","T. Ottema","2024-10-14T22:00:00.000Z","","122873.82041324353","463984.9144989424","815208177","2377","2552","817077077","2024-10-15T12:39:26.000Z","","52.16309170571471","4.917671414502393","0.4",""
"Molshoop 15","T. Ottema","2024-10-14T22:00:00.000Z","","123252.39767146381","464090.81387323746","815208177","2392","2592","817077074","2024-10-15T12:39:26.000Z","","52.16406538212318","4.923194344748226","",""
"Demping 10","T. Ottema","2024-10-14T22:00:00.000Z","","123148.89426598421","464044.9268970777","815208177","2377","2592","817077068","2024-10-15T12:39:26.000Z","","52.1636470065856","4.921685933765825","",""
"Molshoop 14","T. Ottema","2024-10-14T22:00:00.000Z","","122981.1075619793","463983.5498840288","815208177","2392","2592","817077065","2024-10-15T12:39:26.000Z","","52.163085670078075","4.919239521652657","",""
"Molshoop 13","T. Ottema","2024-10-14T22:00:00.000Z","","122896.59378758869","463939.1683131988","815208177","2392","2592","817077062","2024-10-15T12:39:26.000Z","","52.16268187798136","4.918008565446912","",""
"D015","T. Ottema","2024-10-14T22:00:00.000Z","","122840.72826702567","463960.64452790417","815208177","2392","2552","817077061","2024-10-15T12:39:26.000Z","","52.16287164967873","4.917190077552727","",""
"D015-1","T. Ottema","2024-10-14T22:00:00.000Z","","122844.40285033477","463957.86091022205","815208177","2377","2592","817077058","2024-10-15T12:39:26.000Z","","52.162846845348504","4.917244043999196","0.5",""
"Molshoop 12","T. Ottema","2024-10-14T22:00:00.000Z","","123108.18758655018","464060.9497300092","815208177","2392","2592","817077055","2024-10-15T12:39:26.000Z","","52.16378866593774","4.9210895026321255","",""
"Demping 9","T. Ottema","2024-10-14T22:00:00.000Z","","123134.94463716101","464068.12042743707","815208177","2377","2592","817077052","2024-10-15T12:39:26.000Z","","52.16385465796368","4.921479884737113","0.5",""
"Molshoop 11","T. Ottema","2024-10-14T22:00:00.000Z","","123274.42181234178","464131.8142420325","815208177","2392","2592","817077049","2024-10-15T12:39:26.000Z","","52.16443514547743","4.9235124007967395","",""
"Bg1","T. Ottema","2024-10-14T22:00:00.000Z","","122895.97432573349","464054.23950918496","815208177","2377","2592","817077045","2024-10-15T12:39:26.000Z","","52.163716064044564","4.917988637568269","",""
"Demping 8","T. Ottema","2024-10-14T22:00:00.000Z","","122897.78691591375","464077.1621927943","815208177","2377","2592","817077040","2024-10-15T12:39:26.000Z","","52.16392219090533","4.918012962323254","0.3",""
"D014","T. Ottema","2024-10-14T22:00:00.000Z","","123296.4016240878","464197.1872277281","815208177","2392","2552","817077039","2024-10-15T12:39:26.000Z","","52.16502395856047","4.923827539456706","",""
"D013","T. Ottema","2024-10-14T22:00:00.000Z","","123325.2018073567","464164.5057668522","815208177","2392","2552","817077038","2024-10-15T12:39:26.000Z","","52.16473188044649","4.9242515138829805","",""
"D013-1","T. Ottema","2024-10-14T22:00:00.000Z","","123324.31445243562","464164.5944257272","815208177","2377","2552","817077032","2024-10-15T12:39:26.000Z","","52.164732626399946","4.9242385366302575","0.4",""
"D007","T. Ottema","2024-10-14T22:00:00.000Z","","123381.07363874272","464030.9799625719","815208177","2392","2552","817077031","2024-10-15T12:39:26.000Z","","52.16353499464189","4.925080527788158","",""
"D007-1","T. Ottema","2024-10-14T22:00:00.000Z","","123383.70174273617","464031.1085178191","815208177","2377","2592","817077027","2024-10-15T12:39:26.000Z","","52.16353630047931","4.9251189254049255","0.2",""
"Onder pad 1","T. Ottema","2024-10-13T22:00:00.000Z","","122940.62118659438","464006.81396886497","815208177","2377","2552","817077021","2024-10-15T12:39:26.000Z","","52.16329241185411","4.918645626630683","0.4",""
"D008","T. Ottema","2024-10-14T22:00:00.000Z","","123356.84475614202","464087.64038102806","815208177","2392","2552","817026638","2024-10-15T07:21:10.000Z","","52.16404285281874","4.9247211462523035","",""
"D008-1","T. Ottema","2024-10-14T22:00:00.000Z","","123354.3156818468","464088.39469493733","815208177","2377","2592","817026633","2024-10-15T07:21:10.000Z","","52.164049487467295","4.924684113294514","0.3",""
"D011-1","T. Ottema","2024-10-14T22:00:00.000Z","","123345.63430388998","464114.1289877765","815208177","2377","2592","817026629","2024-10-15T07:21:10.000Z","","52.16428028155302","4.924554835990117","0.3",""
"D011","T. Ottema","2024-10-14T22:00:00.000Z","","123343.60318249119","464114.3696301022","815208177","2392","2552","817026628","2024-10-15T07:21:10.000Z","","52.16428232797201","4.924525128353787","",""
"D012","T. Ottema","2024-10-14T22:00:00.000Z","","123319.18977049243","464155.2265326324","815208177","2392","2552","817026627","2024-10-15T07:21:10.000Z","","52.164648136926154","4.924164511404557","",""
"D012-1","T. Ottema","2024-10-14T22:00:00.000Z","","123319.5452756543","464151.80774875276","815208177","2377","2592","817026623","2024-10-15T07:21:10.000Z","","52.16461743039592","4.9241700260677135","0.3",""
"Demping 7","T. Ottema","2024-10-14T22:00:00.000Z","","123343.87928065148","464131.28916018293","815208177","2377","2592","817026619","2024-10-15T07:21:10.000Z","","52.164434411050664","4.924527586840093","0.1",""
"Molshoop 10","T. Ottema","2024-10-14T22:00:00.000Z","","123356.0592740929","464130.3441459085","815208177","2392","2592","817026615","2024-10-15T07:21:10.000Z","","52.16442661544544","4.924705688322456","",""
"Demping 6","T. Ottema","2024-10-14T22:00:00.000Z","","123427.5219746484","464155.84903667175","815208177","2377","2592","817026611","2024-10-15T07:21:10.000Z","","52.164659934352315","4.925747761762544","0.1",""
"Molshoop 9","T. Ottema","2024-10-14T22:00:00.000Z","","123675.48984446288","464281.97783665126","815208177","2392","2592","817026607","2024-10-15T07:21:10.000Z","","52.165807657016586","4.929360258826797","",""
"Molshoop 8","T. Ottema","2024-10-13T22:00:00.000Z","","123043.61137277147","464052.10743453004","815208177","2392","2592","816116169","2024-10-14T12:47:04.000Z","","52.163705462279104","4.9201465521340335","",""
"Pad 1","T. Ottema","2024-10-13T22:00:00.000Z","","122940.62118659438","464006.81396886497","815208177","2377","2552","816116163","2024-10-14T12:47:04.000Z","2024-10-15T07:35:01.000Z","52.16329241185411","4.918645626630683","0.4",""
"Demping 5","T. Ottema","2024-10-13T22:00:00.000Z","","122969.59247475574","464045.3643235209","815208177","2377","2592","816116159","2024-10-14T12:47:04.000Z","","52.1636405704181","4.919065402812258","0.1",""
"Demping 4","T. Ottema","2024-10-13T22:00:00.000Z","","123116.71185486649","464108.0844303342","815208177","2377","2592","816116154","2024-10-14T12:47:04.000Z","","52.16421278929376","4.921209660997918","0.1",""
"Molshoop 7","T. Ottema","2024-10-13T22:00:00.000Z","","123279.9868595589","464174.07673221035","815208177","2392","2592","816116148","2024-10-14T12:47:04.000Z","","52.164815306585666","4.923589788785732","",""
"Molshoop 6","T. Ottema","2024-10-13T22:00:00.000Z","","123621.55184435626","464292.41132180695","815208177","2392","2592","816116144","2024-10-14T12:47:04.000Z","","52.165898368374776","4.928570953883958","",""
"Molshoop cluster 3","T. Ottema","2024-10-13T22:00:00.000Z","","122885.34443865954","464091.6522065042","815208177","2392","2592","816116137","2024-10-14T12:47:04.000Z","","52.16405169912835","4.91782974497262","",""
"Demping 3","T. Ottema","2024-10-13T22:00:00.000Z","","123059.53942186074","464143.1544954185","815208177","2377","2592","816116132","2024-10-14T12:47:04.000Z","","52.164524684631544","4.920370779527682","0.1",""
"Molshoop cluster 2","T. Ottema","2024-10-13T22:00:00.000Z","","123227.43445423231","464234.45178960013","815208177","2392","2592","816116128","2024-10-14T12:47:04.000Z","","52.16535491758286","4.922816069408919","",""
"Demping 2","T. Ottema","2024-10-13T22:00:00.000Z","","123282.68968983297","464237.7042343367","815208177","2377","2592","816116123","2024-10-14T12:47:04.000Z","","52.16538732503505","4.923623350444517","0.1",""
"Demping 1","T. Ottema","2024-10-13T22:00:00.000Z","","123468.30443638306","464311.83649990935","815208177","2377","2592","816116119","2024-10-14T12:47:04.000Z","","52.166064228688874","4.92632932994687","0.1",""
"Molshoop cluster 1","T. Ottema","2024-10-13T22:00:00.000Z","","123617.14194044235","464373.0513207204","815208177","2392","2592","816116113","2024-10-14T12:47:04.000Z","","52.166622884123164","4.928499049243056","",""
"D016","T. Ottema","2024-10-13T22:00:00.000Z","","122989.18865679417","463470.36713029974","815208177","2377","2567","816116107","2024-10-14T12:47:04.000Z","2024-10-15T07:35:38.000Z","52.15847381796017","4.919405975908192","",""
"Molshoop 5","T. Ottema","2024-10-13T22:00:00.000Z","","122879.83115288011","463427.57976368343","815208177","2392","2592","816116100","2024-10-14T12:47:04.000Z","","52.15808291183317","4.9178119497729575","",""
"Molshoop 4","T. Ottema","2024-10-13T22:00:00.000Z","","122677.28613556277","463340.482512245","815208177","2392","2592","816116095","2024-10-14T12:47:04.000Z","","52.15728829730402","4.914860416428911","",""
"Molshoop 3","T. Ottema","2024-10-13T22:00:00.000Z","","122710.72858765168","463312.1849743421","815208177","2392","2592","816116090","2024-10-14T12:47:04.000Z","","52.15703592362782","4.915351795686262","",""
